x,y
-0.6864090515880906,-4.579959146350468
1.7275263209027276,-2.8969293410617727
-2.8306887626073456,-1.0366819694989138
-1.188336907783227,1.8632909746360038
1.9893996507760237,4.175944964383269
2.3600897649533166,0.5056091253412867
3.6710013337492446,-2.3999735565876708
2.4825220091099527,-5.336253859120763
-0.43176115079467925,0.850527756110687
-3.881299185218945,-2.226815337291676
4.564909097600144,-1.1856392633012434
-2.6176168111356817,-0.10605654201782214
1.093941262727701,-0.07330502943873876
1.2336600833389038,2.5331418477126255
-0.8962877293637578,-3.3527748212077366
-4.135219153425783,4.847264624164392
-2.2458588876660777,1.3068675839680743
-3.010279001446871,-1.0350410426281067
1.7532091701529164,-0.5585283860760455
-0.18555912819250964,-1.0228610168750145
0.4720646999935505,-0.132166792944188
-4.944185268868151,1.9158798429999426
-1.1629204303144287,-5.442460188521945
3.030504880052745,0.7472174474290648
-0.35055058524216304,0.9591807980819671
-3.0169850299405354,-2.5184544089274783
3.8460927496681734,4.556510579389908
-4.933216935591614,2.4552787301383927
3.1450905714798827,2.0499456193114662
-2.6199612121149145,-1.0243813808569102
-3.2685173689184532,-3.6115494310612255
2.62697070668498,-2.06419256935613
4.771577631477644,2.571270368085246
2.87478571162216,-2.7610889675056685
0.21812749883711502,0.49836343071038036
-1.9515446167260038,4.3098882516288635
-0.43426672058026067,-1.6849442726391943
-0.48838833124755937,1.4687158559489517
-0.41600748976552177,1.3454137320439068
-3.561913469260923,1.018604355534401
-1.0026361840497489,-1.0150261561003768
-6.4339976620113895,0.13975484559620968
-2.707850562576308,2.2908616861014095
5.005384533331505,2.600254242410721
-1.6165858963497794,6.2638612177408595
1.9384427663886217,-2.78419966248004
-3.2460868770413702,-3.163366581891732
0.8805672379692,2.3746212608452004
2.144651132183121,2.2843583283978672
-2.0105002155668124,-4.031485438122906
0.8109936437548397,-0.9222090161727647
-1.3315296202943043,-0.38255184474752
-5.984542665909965,4.4486213073245615
4.461025363952386,-5.999589372770281
-1.6676246155894403,2.5147271675607135
0.32975728240547253,-2.5015590049238563
1.345686678844734,5.839870549018339
-6.231454116970601,-0.07473572782746887
-3.31958546309583,-3.784640038045153
