x,y
-6.811063701297215,-8.515993587652734
4.08822191356351,-1.2508403377957933
-9.208014204388526,3.9968882568641497
-4.13476790865092,-1.8086005830566538
9.583365663434748,-6.7102039147569315
-5.717774684785397,-7.964421547275656
-2.961015400993676,5.250056362610106
3.6262524575125106,-0.5293564972875551
2.95751548999959,8.558377614170908
-9.998991834401679,-3.5538245326492968
-8.04941973771512,-3.376884948865719
-4.428070031635318,-8.389884612436864
-1.8604443156849637,4.537420615765043
-3.284600919979443,9.740590079132556
8.66070840648067,-6.763531786527778
0.2094348397922694,-8.024292977363817
3.4444148585726246,-8.718326794820797
5.702453176077196,9.016811899903146
-4.430454544249198,-8.943239690763807
0.2480576062376052,-0.6795971761964736
-0.6738768902884793,4.231675573196849
-6.322442912179673,5.76480924669829
-1.3009813157729013,-5.955748326433881
3.900432468635337,-2.4487501021667395
-4.845051702093772,-2.8543391679026486
8.555437397166035,-6.579611413679956
8.320883402102698,-7.264589952576667
6.489594794392758,-7.685120049899917
-1.6720284099678864,3.1362584140830503
-6.30699553050631,0.025737868713477496
-5.587665828246493,0.4840414329622149
8.707735997836167,7.129296270336965
8.597461701388585,-4.678582262798862
7.109305685874567,-9.44342899034152
9.410634019506439,4.2466699275219035
6.0240219280632665,-8.875112812099635
9.541841818975463,-5.35279511911579
0.8369587234220273,4.938556458622763
0.7566957633850091,-1.9210483053572407
5.614919023100619,6.056627588701616
1.7886793583074034,-8.12138252270596
-0.32678418347436455,-6.696531681368834
3.748562637875281,-6.3948039654873545
6.119904481598159,-8.92760804701911
4.109539964123014,1.6071079049682417
7.896261244723789,-9.799565251645836
5.488750342370974,-9.096147473105407
8.321617785619576,4.3237125646119505
-0.013982891910126583,-2.2496966279330106
0.9217678076441835,9.287790545510944
-5.024984535591813,-1.6352117215281137
-9.632036565149997,8.125799234464903
-6.55998656290137,-3.908843980816288
0.596001338685328,8.421657810589242
4.300131395923847,0.6038448684283821
9.073923451918056,-1.0491289440776352
5.257336446907379,-5.97230355229021
4.0944522667876875,1.4117617918580745
-6.392209912757172,4.214992955878529
7.406197130754112,-0.7137175263700417
2.6386608408049472,-4.009746167747319
9.506715753522737,-2.0921202766679814
2.1587371289166075,-9.86979236471152
-8.467502320214448,-3.1469169216202975
0.64899752267576,-9.79591708585974
2.7521246320388073,-8.833137079837432
3.2630259516675526,-2.463386429262295
5.1726318201448755,-7.379154555325189
-8.754557431857599,-7.5051139407675915
-4.977465631240552,2.0405036863802817
9.893590868438594,-1.6356593672698168
-2.080230328949588,0.0533575144855174
4.149377634941743,-0.9618221957852775
1.0187185413581439,5.364952147018309
-8.449838731832667,-6.835701476395279
2.2893819363830588,1.8953482494783795
6.691952470221743,4.559193550994223
-3.479859035258716,-6.572441457424323
1.1100158662735957,-9.272770677981207
-6.85614524735356,-2.7717855107799494
3.9059085813868784,-1.3791164893746277
0.4731915588641744,-5.258138158858172
-5.934997328800815,-4.520669494923359
2.390918678072566,8.583811574015417
8.838737040105336,-3.2541126566615013
3.18172634380171,-9.614592140187971
-4.621368150183363,-6.814814369678706
-1.323472254955881,7.510319081947003
4.046614295219177,0.401595854406791
7.3615541098474395,2.5609308958619863
-6.687631692506113,-2.2334850208540953
4.414080359652351,8.243843494329127
-4.635122827341909,1.0979378583187067
-2.4543317672070426,9.60035811019883
6.281637496932788,-4.172914762517355
-8.53951494484833,-0.30496535453504237
1.103075634495541,2.662138130108719
-1.2844210811589534,4.562953103532125
4.453232410437543,1.2739722457175784
5.93901889386556,-7.049492026085109
-0.7263758218683609,4.942602105844983
-6.282263859195966,1.4797601289490814
1.7115014596614486,8.030938536388543
-0.5663609825170646,5.309830950580256
-5.189361056465785,-6.835254231550865
-9.88687892803215,3.257319185908532
-2.6695659878389,-5.399577182990378
8.670649290822038,7.171434161933462
-7.284219604800732,-8.315153218504058
8.935873531291357,-3.326875291453524
-4.968842439387955,9.450107498040758
4.650727750376278,6.1276886557836825
8.055334786551967,9.895512093485756
-8.433450196055007,9.736135048752697
3.086336920547339,1.3270811353268712
5.298000370167893,-2.823828273460835
1.0339136516973895,1.7545203175824238
3.18622386665697,-3.8366208895381737
0.3222715040561912,1.1700539017920768
-6.952111930653908,-9.842728390152011
-3.0965012751514642,4.186311472187976
-6.722102006893175,9.080361378033523
5.36387203242735,-1.528467826990905
7.808073243477779,4.716985426500596
-0.1366514157759795,8.863963955190219
-5.915096872766639,1.7844390736821918
-9.251933984835487,-9.48626517034166
2.941588469426687,2.393521631408797
-0.1783473843881307,5.532512035138238
1.5142077431662653,-8.439887552365082
-2.7757624493299327,-4.9585682365483
-6.67762823832512,2.6332456409452316
8.074813776303532,8.210476557621856
